sno,Food_description,Energy_kc,Protein_per_wt,Total_fat_per_wt,Carbohydrate_per_wt,Fiber_per_wt,Calcium_per_wt,Copper_per_wt,Iron_per_wt,Magnesium_per_wt,Potassium_per_wt,Zinc_per_wt,Vitamin_A_(IU)_per_wt,Vitamin_D_per_wt,Thiamin_per_wt,Riboflavin_per_wt,Vit_B6_per_wt(Pyridoxine),Vitamin_B12_per_wt,"Folate_per_wt  ",Niacin_per_wt,Pantothenic_acid_per_wt,Vitamin_C_per_wt,Vitamin_E_per_wt,Vitamin_K_per_wt,Fa_sat_per_wt,Monounsaturated_per_wt,Fa_poly_per_wt,Total_Sugar
,,(Calories),gm_per_100_gm,gm_per_100_gm,gm_per_100_gm,gm_per_100_gm,mg_per_100_gm,mg_per_100_gm,mg_per_100_gm,mg_per_100_gm,mg_per_100_gm,mg_per_100_gm,(IU)_per_100_gm,IU_per_100_gm,mg_per_100_gm,mg_per_100_gm,mg_per_100_gm,(mcg)_per_100_gm,(mcg)_per_100_gm,mg_per_100_gm,Mg_per_100_gm,mg_per_100_gm,mg_per_100_gm,(mcg)_per_100_gm,gm_per_100_gm,gm_per_100_gm,gm_per_100_gm,gm_per_100_gm
11604,"YAMBEAN (JICAMA),CKD,BLD,DRND,WO_per_SALT",38,0.72,0.09,8.82,0,11,0.046,0.57,11,135,0.15,19,0,0.017,0.028,0.04,0,8,0.19,0.121,14.1,0,0,0,0,0,0
11605,"BEETS,HARVARD,CND,SOL&LIQUIDS",73,0.84,0.06,18.18,2.5,11,0.097,0.36,19,164,0.23,11,0,0.01,0.05,0.055,0,29,0.084,0.15,2.4,0,0,0.009,0.011,0.018,0
11609,"BEETS,PICKLED,CND,SOL&LIQUIDS",65,0.8,0.08,16.28,2.6,11,0.116,0.41,15,148,0.26,11,0,0.01,0.048,0.05,0,26.5,0.251,0.137,2.3,0,0,0.013,0.016,0.027,0
11613,"BORAGE,RAW",21,1.8,0.7,3.06,0,93,0.13,3.3,52,470,0.2,4200,0,0.06,0.15,0.084,0,13.2,0.9,0.041,35,0,0,0.17,0.211,0.109,0
11614,"BORAGE,CKD,BLD,DRND,WO_per_SALT",25,2.09,0.81,3.55,0,102,0.143,3.64,57,491,0.22,4385,0,0.059,0.165,0.088,0,10,0.94,0.045,32.5,0,0,0.197,0.245,0.127,0
11615,"CHIVES,FREEZE-DRIED",311,21.2,3.5,64.29,26.2,813,0.686,20,640,2960,5.12,68300,0,0.9,1.5,1.996,0,107.5,5.9,2.106,660,2.2,0,0.591,0.49,1.296,0
11616,"DOCK,RAW",22,2,0.7,3.2,2.9,44,0.131,2.4,103,390,0.2,4000,0,0.04,0.1,0.122,0,13.2,0.5,0.041,48,0,0,0,0,0,0
11617,"DOCK,CKD,BLD,DRND,WO_per_SALT",20,1.83,0.64,2.93,2.6,38,0.114,2.08,89,321,0.17,3474,0,0.034,0.086,0.1,0,7.8,0.411,0.036,26.3,0,0,0,0,0,0
11618,"EPPAW,RAW",150,4.6,1.8,31.68,0,110,0.234,1.15,32,340,1.15,0,0,0.11,0.12,0.176,0,24.3,0.3,1.172,13,0,0,0,0,0,0
11620,"HORSERADISH-TREE,PODS,RAW",37,2.1,0.2,8.53,3.2,30,0.084,0.36,45,461,0.45,74,0,0.053,0.074,0.12,0,44.3,0.62,0.794,141,0.095,0,0.033,0.102,0,0
11621,"HORSERADISH-TREE,PODS,CKD,BLD,DRND,WO_per_SALT",36,2.09,0.19,8.18,4.2,20,0.078,0.45,42,457,0.42,70,0,0.046,0.068,0.112,0,30.4,0.59,0.701,97,0.095,0,0.031,0.097,0,0
11622,"KALE,SCOTCH,RAW",42,2.8,0.6,8.32,1.7,205,0.243,3,88,450,0.37,3100,0,0.07,0.06,0.227,0,28.1,1.3,0.076,130,0,0,0.078,0.045,0.118,0
11623,"KALE,SCOTCH,CKD,BLD,DRND,WO_per_SALT",28,1.9,0.41,5.63,1.2,132,0.156,1.93,57,274,0.24,1994,0,0.04,0.039,0.139,0,13.3,0.792,0.048,52.8,0,0,0.053,0.03,0.08,0
11624,"LEEKS,(BULB&LOWER-LEAF PORTION),FREEZE-DRIED",321,15.2,2.1,74.65,10.4,360,0.657,7.6,161,2400,0.66,277,0,0.8,0.4,1.209,0,365.5,3.5,0.767,118,0,0,0.279,0.029,0.47,0
11625,"PARSLEY,FREEZE-DRIED",271,31.3,5.2,42.38,32.7,176,0.459,53.9,372,6300,6.11,63240,0,1.04,2.26,1.375,0,1535.4,10.4,2.516,149,0,0,0,0,0,0
11626,"BEANS,MUNG,MATURE SEEDS,SPROUTED,CND,DRND SOL",12,1.4,0.06,2.15,0.8,14,0.157,0.43,9,27,0.28,23,0,0.03,0.07,0.032,0,9.7,0.22,0.143,0.3,0.01,0,0.016,0.008,0.015,0
11632,"PEPPERS,JALAPENO,CND,SOL&LIQUIDS",27,0.92,0.94,4.72,2.6,23,0.146,1.88,15,193,0.34,1700,0,0.043,0.038,0.19,0,14,0.403,0.416,10,0.69,0,0.097,0.053,0.49,0
11634,"PEPPERS,SWT,GRN,FREEZE-DRIED",314,17.9,3,68.7,21.3,134,1.389,10.4,188,3170,2.41,6249,0,1.2,1.2,2.223,0,228.5,7.4,0.488,1900,4,0,0.447,0.202,1.462,0
11637,"RADISHES,WHITE ICICLE,RAW",14,1.1,0.1,2.63,1.4,27,0.099,0.8,9,280,0.13,0,0,0.03,0.02,0.075,0,14,0.3,0.184,29,0,0,0.03,0.016,0.016,0
11640,"SHALLOTS,FREEZE-DRIED",348,12.3,0.5,80.7,0,183,0.425,6,104,1650,1.93,56099,0,0.3,0.1,1.675,0,116.2,1,1.408,39,0,0,0.084,0.07,0.185,0
11641,"SQUASH,SMMR,ALL VAR,RAW",20,1.18,0.21,4.35,1.9,20,0.076,0.46,23,195,0.26,196,0,0.064,0.037,0.109,0,25.6,0.551,0.102,14.8,0.12,3,0.044,0.016,0.033,0
11642,"SQUASH,SMMR,ALL VAR,CKD,BLD,DRND,WO_per_SALT",20,0.91,0.31,4.31,1.4,27,0.103,0.36,24,192,0.39,287,0,0.044,0.041,0.065,0,20.1,0.513,0.137,5.5,0.12,0,0.064,0.023,0.049,0
11643,"SQUASH,WNTR,ALL VAR,RAW",37,1.45,0.23,8.8,1.5,31,0.065,0.58,21,350,0.13,4060,0,0.097,0.027,0.082,0,21.7,0.8,0.4,12.3,0.12,0,0.046,0.017,0.035,0
11644,"SQUASH,WNTR,ALL VAR,CKD,BKD,WO_per_SALT",39,0.89,0.63,8.75,2.8,14,0.095,0.33,8,437,0.26,3557,0,0.085,0.024,0.072,0,28,0.701,0.35,9.6,0.12,0,0.13,0.047,0.099,0
11645,"SWEETPOTATO,CND,SYRUP PK,SOL&LIQUIDS",89,0.98,0.2,20.93,2.5,15,0.124,0.8,13,185,0.19,5719,0,0.024,0.046,0.051,0,6.5,0.456,0.33,10.5,0.23,0,0.043,0.008,0.075,0
11647,"SWEETPOTATO,CND,SYRUP PK,DRND SOL",108,1.28,0.32,25.36,3,17,0.167,0.95,12,193,0.16,7157,0,0.025,0.038,0.062,0,7.9,0.34,0.402,10.8,0.28,0,0.069,0.012,0.119,0
11649,"TOMATO PRODUCTS,CND,SAU,SPANISH STYLE",33,1.44,0.27,7.24,1.4,17,0.16,3.48,19,369,0.34,985,0,0.074,0.062,0.177,0,13.5,1.292,0.281,8.6,0,0,0.038,0.04,0.103,0
11653,"BEANS,PINTO,MATURE SEEDS,SPROUTED,RAW",62,5.25,0.9,11.6,0,43,0.32,1.97,53,307,0.5,2,0,0.23,0.175,0.171,0,118.4,2.28,0.74,21.7,0,0,0.109,0.067,0.189,0
11654,"BEANS,PINTO,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,WO_per_SALT",22,1.86,0.32,4.1,0,15,0.107,0.66,18,98,0.17,1,0,0.067,0.059,0.054,0,29.3,0.725,0.235,6.1,0,0,0.039,0.024,0.067,0
11655,"CARROT JUICE,CANNED",40,0.95,0.15,9.29,0.8,24,0.046,0.46,14,292,0.18,10946,0,0.092,0.055,0.217,0,3.8,0.386,0.228,8.5,0.01,0,0.027,0.007,0.061,0
11656,"CORN PUDD,HOME-PREPARED",109,4.39,5.32,12.76,0,40,0.043,0.56,15,161,0.5,246,0,0.413,0.128,0.118,0.09,25.3,0.987,0.246,2.8,0,0,2.537,1.721,0.626,0
11657,"POTATOES,MSHD,HOME-PREPARED,WHL MILK",77,1.94,0.59,17.55,2,26,0.14,0.27,18,299,0.29,19,0,0.088,0.04,0.233,0,8.2,1.118,0.476,6.7,0.05,0,0.333,0.146,0.039,0
11658,"SPINACH SOUFFLE,HOME-PREPARED",161,8.08,13.5,2.08,0,169,0.088,0.99,28,148,0.95,2545,0,0.067,0.224,0.088,1,59,0.351,0.649,2.2,0,0,5.256,5.026,2.081,0
11659,"SWEETPOTATO,CKD,CANDIED,HOME-PREPARED",137,0.87,3.25,27.86,2.4,26,0.102,1.13,11,189,0.15,4189,0,0.018,0.042,0.041,0,11.4,0.394,0.271,6.7,0,0,1.35,0.627,0.076,0
11660,"TOMATOES,RED,RIPE,CKD,STWD",79,1.96,2.68,13.05,1.7,26,0.095,1.06,15,247,0.18,666,0,0.108,0.08,0.086,0,11,1.11,0.256,18.2,1.27,0,0.521,1.048,0.839,0
11663,"SEAWEED,AGAR,DRIED",306,6.21,0.3,80.89,7.7,625,0.61,21.4,770,1125,5.8,0,0,0.01,0.222,0.303,0,580.2,0.202,3.018,0,5,0,0.061,0.027,0,0
11666,"SEAWEED,SPIRULINA,RAW",26,5.92,0.39,2.42,0,12,0.597,2.79,19,127,0.2,56,0,0.222,0.342,0.034,0,9.2,1.196,0.325,0.9,0,0,0.135,0.034,0.064,0
11667,"SEAWEED,SPIRULINA,DRIED",290,57.47,7.72,23.9,3.6,120,6.1,28.5,195,1363,2,570,0,2.38,3.67,0.364,0,94,12.82,3.48,10.1,5,0,2.65,0.675,1.254,0
11669,"SEAWEED,WAKAME,RAW",45,3.03,0.64,9.14,0.5,150,0.284,2.18,107,50,0.38,360,0,0.06,0.23,0.002,0,195.5,1.6,0.697,3,1,0,0.13,0.058,0.01,0
11670,"PEPPERS,HOT CHILI,GRN,RAW",40,2,0.2,9.46,1.5,18,0.174,1.2,25,340,0.3,770,0,0.09,0.09,0.278,0,23.4,0.95,0.061,242.5,0.69,0,0.021,0.011,0.104,0
11671,"POTATOES,O'BRIEN,HOME-PREPARED",81,2.35,1.28,15.47,0,36,0.129,0.47,18,266,0.3,481,0,0.075,0.056,0.213,0,8.3,1.008,0.436,16.7,0,0,0.797,0.347,0.037,0
11672,"POTATO PANCAKES,HOME-PREPARED",272,6.16,15.24,28.64,2,24,0.367,1.56,33,786,0.83,143,0,0.135,0.173,0.379,0.19,23,2.143,0.741,22,0,0,3.044,4.639,6.119,0
11674,"POTATOES,BKD,FLESH&SKN,WO_per_SALT",109,2.3,0.1,25.23,2.4,10,0.305,1.36,27,418,0.32,0,0,0.107,0.033,0.347,0,11,1.645,0.555,12.9,0.05,4,0.026,0.002,0.032,0
11675,"POTATOES,MICROWAVED,CKD IN SKN,FLESH&SKN,WO_per_SALT",105,2.44,0.1,24.13,2.3,11,0.334,1.24,27,447,0.36,0,0,0.12,0.032,0.344,0,12,1.714,0.454,15.1,0,0,0.026,0.002,0.032,0
11676,"RADISH SEEDS,SPROUTED,RAW",43,3.81,2.53,3.6,0,51,0.12,0.86,44,86,0.56,391,0,0.102,0.103,0.285,0,94.7,2.853,0.733,28.9,0,0,0.767,0.419,0.41,0
11677,"SHALLOTS,RAW",72,2.5,0.1,16.8,0,37,0.088,1.2,21,334,0.4,1190,0,0.06,0.02,0.345,0,34.2,0.2,0.29,8,0,0,0.017,0.014,0.037,0
11693,"TOMATOES,CRUSHED,CANNED",32,1.64,0.28,7.29,1.9,34,0.183,1.3,20,293,0.27,699,0,0.075,0.052,0.15,0,13,1.222,0.278,9.2,0.532,0,0.04,0.043,0.108,0
11695,"TOMATOES,ORANGE,RAW",16,1.16,0.19,3.18,0.9,5,0.062,0.47,8,212,0.14,1496,0,0.046,0.034,0.06,0,29,0.593,0.186,16,0,0,0.025,0.028,0.073,0
11696,"TOMATOES,YELLOW,RAW",15,0.98,0.26,2.98,0.7,11,0.101,0.49,12,258,0.28,0,0,0.041,0.047,0.056,0,30,1.179,0.11,9,0,0,0.036,0.04,0.104,0
11697,"ARROWROOT,RAW",65,4.24,0.2,13.38,1.3,6,0.121,2.22,25,454,0.63,19,0,0.143,0.059,0.266,0,338,1.693,0.292,1.9,0,0,0.039,0.004,0.074,0
11698,"CHRYSANTHEMUM LEAVES,RAW",24,3.36,0.56,3.01,3,117,0.137,2.3,32,567,0.71,1870,0,0.13,0.144,0.176,0,177,0.531,0.221,1.4,0,0,0,0,0,0
11700,"AMARANTH LEAVES,CKD,BLD,DRND,W_per_SALT",21,2.11,0.18,4.11,0,209,0.158,2.26,55,641,0.88,2770,0,0.02,0.134,0.177,0,56.8,0.559,0.062,41.1,0,0,0.05,0.041,0.079,0
11701,"ARROWHEAD,CKD,BLD,DRND,W_per_SALT",78,4.49,0.1,16.14,0,7,0.135,1.21,49,881,0.22,0,0,0.144,0.06,0.206,0,9.3,1.16,0.449,0.3,0,0,0,0,0,0
11702,"ARTICHOKES,(GLOBE OR FRENCH),CKD,BLD,DRND,W_per_SALT",50,3.48,0.16,11.18,5.4,45,0.233,1.29,60,354,0.49,177,0,0.065,0.066,0.111,0,51,1.001,0.342,10,0,0,0.037,0.005,0.049,0
11703,"ARTICHOKES,(GLOBE OR FRENCH),FRZ,CKD,BLD,DRND,W_per_SALT",45,3.11,0.5,9.18,4.6,21,0.061,0.56,31,264,0.36,164,0,0.062,0.158,0.087,0,118.8,0.915,0.2,5,0,0,0.117,0.015,0.154,0
11705,"ASPARAGUS,CKD,BLD,DRND,W_per_SALT",24,2.59,0.31,4.23,2.1,20,0.112,0.73,10,160,0.42,539,0,0.123,0.126,0.122,0,146,1.082,0.161,10.8,0,0,0.071,0.01,0.129,0
11707,"ASPARAGUS,CND,NO SALT,SOL&LIQUIDS",15,1.8,0.18,2.47,1,15,0.107,0.6,9,172,0.47,526,0,0.054,0.089,0.098,0,85.3,0.851,0.124,16.5,0.126,0,0.044,0.006,0.08,0
11709,"ASPARAGUS,FRZ,CKD,BLD,DRND,W_per_SALT",28,2.95,0.42,4.87,1.6,23,0.171,0.64,13,218,0.56,818,0,0.065,0.103,0.02,0,134.7,1.038,0.158,24.4,0,0,0.095,0.013,0.174,0
11710,"BALSAM-PEAR (BITTER GOURD),LEAFY TIPS,CKD,BLD,DRND,W_per_SALT",35,3.6,0.2,6.78,1.9,42,0.201,1.02,94,602,0.3,1733,0,0.147,0.282,0.76,0,87.6,0.995,0.06,55.6,0,0,0,0,0,0
11711,"BALSAM-PEAR (BITTER GOURD),PODS,CKD,BLD,DRND,W_per_SALT",19,0.84,0.18,4.32,2,9,0.033,0.38,16,319,0.77,113,0,0.051,0.053,0.041,0,51.1,0.28,0.193,33,0,0,0,0,0,0
11712,"BAMBOO SHOOTS,CKD,BLD,DRND,W_per_SALT",12,1.53,0.22,1.92,1,12,0.082,0.24,3,533,0.47,0,0,0.02,0.05,0.098,0,2.3,0.3,0.066,0,0,0,0.051,0.005,0.083,0
11713,"BEANS,KIDNEY,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W_per_SALT",33,4.83,0.58,4.72,0,19,0.174,0.89,23,194,0.44,2,0,0.362,0.273,0.093,0,47.4,3.024,0.381,35.6,0,0,0.083,0.045,0.123,0
11714,"LIMA BNS,IMMAT SEEDS,CKD,BLD,DRND,W_per_SALT",123,6.81,0.32,23.64,5.3,32,0.305,2.45,74,570,0.79,370,0,0.14,0.096,0.193,0,26.3,1.04,0.257,10.1,0,0,0.073,0.019,0.104,0
11715,"LIMA BNS,IMMAT SEEDS,CND,NO SALT,SOL&LIQUIDS",71,4.07,0.29,13.33,3.6,28,0.162,1.61,34,285,0.64,150,0,0.029,0.043,0.062,0,16,0.532,0.095,8.7,0.29,0,0.066,0.016,0.094,0
11716,"LIMA BNS,IMMAT SEEDS,FRZ,BABY,CKD,BLD,DRND,W_per_SALT",105,6.65,0.3,19.45,6,28,0.197,1.96,56,411,0.55,167,0,0.07,0.055,0.115,0,15.5,0.77,0.177,5.8,0,0,0.068,0.017,0.098,0
11717,"LIMA BNS,IMMAT SEEDS,FRZ,FORDHOOK,CKD,BLD,DRND,W_per_SALT",100,6.07,0.34,18.8,5.8,22,0.055,1.36,34,408,0.44,190,0,0.074,0.061,0.122,0,21.2,1.069,0.163,12.8,0,0,0.077,0.02,0.11,0
11718,"MUNG BNS,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W_per_SALT",21,2.03,0.09,4.19,0.8,12,0.122,0.65,14,101,0.47,14,0,0.05,0.102,0.054,0,29.3,0.817,0.243,11.4,0.01,0,0.025,0.012,0.023,0
11719,"BEANS,NAVY,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W_per_SALT",78,7.07,0.81,15.01,0,16,0.389,2.11,111,317,0.97,4,0,0.381,0.235,0.198,0,106.3,1.263,0.854,17.3,0,0,0.098,0.06,0.169,0
11720,"BEANS,PINTO,IMMAT SEEDS,FRZ,CKD,BLD,DRND,W_per_SALT",162,9.31,0.48,30.88,8.6,52,0.088,2.71,54,646,0.69,0,0,0.274,0.108,0.194,0,33.5,0.632,0.258,0.7,0,0,0.058,0.035,0.099,0
11721,"BEANS,PINTO,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W_per_SALT",22,1.86,0.32,4.1,0,15,0.107,0.66,18,98,0.17,1,0,0.067,0.059,0.054,0,29.3,0.725,0.235,6.1,0,0,0.039,0.024,0.067,0
11722,"BEANS,SNAP,YELLOW,RAW",31,1.82,0.12,7.14,3.4,37,0.069,1.04,25,209,0.24,108,0,0.084,0.105,0.074,0,36.5,0.752,0.094,16.3,0,0,0.026,0.005,0.023,0
11723,"BEANS,SNAP,GRN,CKD,BLD,DRND,W_per_SALT",35,1.89,0.28,7.89,3.2,46,0.103,1.28,25,299,0.36,666,0,0.074,0.097,0.056,0,33.3,0.614,0.074,9.7,0,0,0.064,0.011,0.056,0
11724,"BEANS,SNAP,YEL,CKD,BLD,DRND,WO_per_SALT",35,1.89,0.28,7.89,3.3,46,0.103,1.28,25,299,0.36,81,0,0.074,0.097,0.056,0,33.3,0.614,0.074,9.7,0.29,0,0.064,0.011,0.056,0
11725,"BEANS,SNAP,YEL,CKD,BLD,DRND,W_per_SALT",35,1.89,0.28,7.89,3.3,46,0.103,1.28,25,299,0.36,81,0,0.074,0.097,0.056,0,33.3,0.614,0.074,9.7,0,0,0.064,0.011,0.056,0
11726,"BEANS,SNAP,GRN,CND,NO SALT,SOL&LIQUIDS",15,0.8,0.1,3.5,1.5,24,0.07,0.9,13,92,0.2,321,0,0.025,0.051,0.03,0,18.2,0.2,0.106,3.4,0.14,0,0.023,0.004,0.02,0
11727,"BEANS,SNAP,YEL,CND,REG PK,SOL&LIQUIDS",15,0.8,0.1,3.5,1.5,24,0.07,0.9,13,98,0.2,63,0,0.025,0.051,0.03,0,18.2,0.2,0.106,3.4,0,0,0.023,0.004,0.02,0
11728,"BEANS,SNAP,YEL,CND,NO SALT,SOL&LIQUIDS",15,0.8,0.1,3.5,1.5,24,0.07,0.9,13,98,0.2,63,0,0.025,0.051,0.03,0,18.2,0.2,0.106,4,0,0,0.023,0.004,0.02,0
11729,"BEANS,SNAP,GRN,CND,NO SALT,DRND SOL",20,1.15,0.1,4.5,1.9,26,0.038,0.9,13,109,0.29,349,0,0.015,0.056,0.037,0,31.8,0.201,0.129,4.8,0.14,0,0.022,0.004,0.019,0
11730,"BEANS,SNAP,YEL,FRZ,ALL STYLES,UNPREP",33,1.8,0.21,7.57,2.8,42,0.049,0.86,22,186,0.26,128,0,0.099,0.092,0.042,0,14.7,0.499,0.085,12.9,0.11,0,0.047,0.008,0.041,0
11731,"BEANS,SNAP,GRN,FRZ,CKD,BLD,DRND,W_per_SALT",28,1.49,0.17,6.45,3,49,0.061,0.88,24,126,0.48,401,0,0.035,0.09,0.06,0,23,0.383,0.049,4.1,0,0,0.044,0.008,0.036,0
11732,"BEANS,SNAP,YEL,FRZ,CKD,BLD,DRND,WO_per_SALT",28,1.49,0.17,6.45,3,49,0.061,0.88,24,126,0.48,112,0,0.035,0.09,0.06,0,23,0.383,0.049,4.1,0.14,0,0.044,0.008,0.036,0
11733,"BEANS,SNAP,YEL,FRZ,CKD,BLD,DRND,W_per_SALT",28,1.49,0.17,6.45,3,49,0.061,0.88,24,126,0.48,112,0,0.035,0.09,0.06,0,23,0.383,0.049,4.1,0.14,0,0.044,0.008,0.036,0
11734,"BEETS,CKD,BOILED. DRND,W_per_SALT",44,1.68,0.18,9.96,2,16,0.074,0.79,23,305,0.35,35,0,0.027,0.04,0.067,0,80,0.331,0.145,3.6,0,0,0.028,0.035,0.058,0
11735,"BEETS,CND,NO SALT,SOL&LIQUIDS",28,0.8,0.07,6.58,1.2,13,0.097,0.63,16,142,0.23,26,0,0.01,0.038,0.055,0,29,0.151,0.15,2.8,0.3,0,0.011,0.013,0.023,0
11736,"BEET GRNS,CKD,BLD,DRND,W_per_SALT",27,2.57,0.2,5.46,2.9,114,0.251,1.9,68,909,0.5,5100,0,0.117,0.289,0.132,0,14.3,0.499,0.329,24.9,0,0,0.031,0.038,0.065,0
11737,"BORAGE,CKD,BLD,DRND,W_per_SALT",25,2.09,0.81,3.55,0,102,0.143,3.64,57,491,0.22,4385,0,0.059,0.165,0.088,0,10,0.94,0.045,32.5,0,0,0.197,0.245,0.127,0
11738,"BROADBEANS,IMMAT SEEDS,CKD,BLD,DRND,W_per_SALT",62,4.8,0.5,10.1,0,18,0.06,1.5,31,193,0.47,270,0,0.128,0.09,0.029,0,57.8,1.2,0.066,19.8,0,0,0.142,0.02,0.121,0
11739,"BROCCOLI,LEAVES,RAW",28,2.98,0.35,5.24,0,48,0.045,0.88,25,325,0.4,16000,0,0.065,0.119,0.159,0,71,0.638,0.535,93.2,1.66,0,0.054,0.024,0.038,0
11740,"BROCCOLI,FLOWER CLUSTERS,RAW",28,2.98,0.35,5.24,0,48,0.045,0.88,25,325,0.4,3000,0,0.065,0.119,0.159,0,71,0.638,0.535,93.2,1.66,0,0.054,0.024,0.038,0
11741,"BROCCOLI,STALKS,RAW",28,2.98,0.35,5.24,0,48,0.045,0.88,25,325,0.4,400,0,0.065,0.119,0.159,0,71,0.638,0.535,93.2,1.66,0,0.054,0.024,0.038,0
11742,"BROCCOLI,CKD,BLD,DRND,W_per_SALT",28,2.98,0.35,5.06,2.9,46,0.043,0.84,24,292,0.38,1388,0,0.055,0.113,0.143,0,50,0.574,0.508,74.6,1.69,0,0.054,0.024,0.038,0
11743,"BROCCOLI,FRZ,CHOPD,CKD,BLD,DRND,W_per_SALT",28,3.1,0.12,5.35,3,51,0.043,0.61,20,180,0.3,1892,0,0.055,0.081,0.13,0,56.4,0.458,0.274,40.1,1.65,0,0.018,0.008,0.013,0
11744,"BROCCOLI,FRZ,SPEARS,CKD,BLD,DRND,W_per_SALT",28,3.1,0.11,5.35,3,51,0.043,0.61,20,180,0.3,1892,0,0.055,0.081,0.13,0,30,0.458,0.274,40.1,1.65,0,0.018,0.008,0.013,0
11745,"BRUSSELS SPROUTS,CKD,BLD,DRND,W_per_SALT",41,2.55,0.51,8.67,2.6,36,0.083,1.2,20,317,0.33,719,0,0.107,0.08,0.178,0,60,0.607,0.252,62,0,0,0.105,0.039,0.077,0
11746,"BRUSSELS SPROUTS,FRZ,CKD,BLD,DRND,W_per_SALT",42,3.64,0.39,8.32,4.1,24,0.07,0.74,24,325,0.36,589,0,0.103,0.113,0.289,0,101.2,0.537,0.342,45.7,0,0,0.081,0.03,0.059,0
11747,"BURDOCK ROOT,CKD,BLD,DRND,W_per_SALT",88,2.09,0.14,21.15,1.8,49,0.089,0.77,39,360,0.38,0,0,0.039,0.058,0.279,0,19.5,0.32,0.353,2.6,0,0,0,0,0,0
11748,"BUTTERBUR,CKD,BLD,DRND,W_per_SALT",8,0.23,0.02,2.16,0,59,0.059,0.1,8,354,0.09,27,0,0.01,0.01,0.052,0,4.1,0.1,0.018,18.9,0,0,0,0,0,0
11749,"CABBAGE,COMMON,FRESHLY HARVEST,RAW",24,1.21,0.18,5.37,2.3,47,0.023,0.56,15,246,0.18,126,0,0.05,0.03,0.095,0,56.7,0.3,0.14,51,0,0,0.023,0.013,0.035,0
11750,"CABBAGE,COMMON (DANISH,DOMESTIC,&POINTED TYPES),STORED,RAW",24,1.21,0.18,5.37,2.3,47,0.023,0.56,15,246,0.18,126,0,0.05,0.03,0.095,0,56.7,0.3,0.14,42,0,0,0.023,0.013,0.035,0
11751,"CABBAGE,COMMON,CKD,BLD,DRND,W_per_SALT",22,1.02,0.43,4.46,2.8,31,0.012,0.17,8,97,0.09,132,0,0.057,0.055,0.113,0,20,0.282,0.139,20.1,0,0,0.053,0.03,0.085,0
11752,"CABBAGE,RED,CKD,BLD,DRND,W_per_SALT",21,1.05,0.2,4.64,2,37,0.069,0.35,11,140,0.15,27,0,0.034,0.02,0.14,0,12.6,0.2,0.22,34.4,0,0,0.026,0.015,0.039,0
11753,"CABBAGE,SAVOY,CKD,BLD,DRND,W_per_SALT",24,1.8,0.09,5.41,2.8,30,0.052,0.38,24,184,0.23,889,0,0.051,0.02,0.152,0,46.3,0.024,0.159,17,0,0,0.012,0.007,0.018,0
11754,"CABBAGE,CHINESE (PAK-CHOI),CKD,BLD,DRND,W_per_SALT",12,1.56,0.16,1.78,1.6,93,0.019,1.04,11,371,0.17,2568,0,0.032,0.063,0.166,0,40.6,0.428,0.079,26,0,0,0.021,0.012,0.031,0
11755,"CABBAGE,CHINESE (PE-TSAI),CKD,BLD,DRND,W_per_SALT",14,1.5,0.17,2.41,2.7,32,0.029,0.3,10,225,0.18,967,0,0.044,0.044,0.177,0,53.4,0.5,0.08,15.8,0,0,0.036,0.02,0.013,0
11756,"CARDOON,CKD,BLD,DRND,W_per_SALT",22,0.76,0.11,5.33,1.7,72,0.029,0.73,43,392,0.18,118,0,0.018,0.031,0.042,0,21.6,0.294,0.097,1.7,0,0,0.012,0.02,0.044,0
11757,"CARROTS,CKD,BLD,DRND,W_per_SALT",45,1.09,0.18,10.48,3.3,31,0.134,0.62,13,227,0.3,24554,0,0.034,0.056,0.246,0,13.9,0.506,0.304,2.3,0,0,0.034,0.009,0.076,0
11758,"CARROTS,CND,NO SALT,SOL&LIQUIDS",23,0.59,0.14,5.37,1.8,31,0.103,0.52,9,158,0.29,9670,0,0.019,0.027,0.112,0,8.1,0.421,0.139,2,0.42,0,0.025,0.006,0.056,0
11759,"CARROTS,CND,NO SALT ,DRND SOL",25,0.64,0.19,5.54,1.5,25,0.104,0.64,8,179,0.26,13774,0,0.018,0.03,0.112,0,9.2,0.552,0.135,2.7,0,0,0.036,0.009,0.079,0
11760,"CARROTS,FRZ,CKD,BLD,DRND,W_per_SALT",36,1.19,0.11,8.25,3.5,28,0.073,0.47,10,158,0.24,17702,0,0.027,0.037,0.129,0,10.8,0.438,0.161,2.8,0,0,0.021,0.005,0.046,0
11761,"CAULIFLOWER,CKD,BLD,DRND,W_per_SALT",23,1.84,0.45,4.11,2.7,16,0.027,0.33,9,142,0.18,17,0,0.042,0.052,0.173,0,44,0.41,0.508,44.3,0,0,0.07,0.032,0.05,0
11762,"CAULIFLOWER,FRZ,CKD,BLD,DRND,W_per_SALT",19,1.61,0.22,3.75,2.7,17,0.024,0.41,9,139,0.13,22,0,0.037,0.053,0.088,0,41,0.31,0.098,31.3,0,0,0.033,0.015,0.024,0
